name	 | shuffle	 | elements 	| duration_ms	 | p_duration_s	 | p_duration_ns	 | memory	
sort	|	|2840000	|1829	|	|	|	|
sort	|	|2850000	|1877	|	|	|	|
sort	|	|2860000	|1588	|	|	|	|
sort	|	|2870000	|1436	|	|	|	|
sort	|	|2880000	|1439	|	|	|	|
sort	|	|2890000	|1443	|	|	|	|
sort	|	|2900000	|1434	|	|	|	|
sort	|	|2910000	|1446	|	|	|	|
sort	|	|2920000	|1458	|	|	|	|
sort	|	|2930000	|1457	|	|	|	|
sort	|	|2940000	|1459	|	|	|	|
sort	|	|2950000	|1474	|	|	|	|
sort	|	|2960000	|1468	|	|	|	|
sort	|	|2970000	|1475	|	|	|	|
sort	|	|2980000	|1490	|	|	|	|
sort	|	|2990000	|1603	|	|	|	|
sort	|	|3000000	|1828	|	|	|	|
sort	|	|3010000	|2008	|	|	|	|
sort	|	|3020000	|2067	|	|	|	|
sort	|	|3030000	|1707	|	|	|	|
sort	|	|3040000	|1531	|	|	|	|
sort	|	|3050000	|1530	|	|	|	|
sort	|	|3060000	|1527	|	|	|	|
sort	|	|3070000	|1542	|	|	|	|
sort	|	|3080000	|1530	|	|	|	|
sort	|	|3090000	|1544	|	|	|	|
sort	|	|3100000	|1551	|	|	|	|
sort	|	|3110000	|1550	|	|	|	|
sort	|	|3120000	|1568	|	|	|	|
sort	|	|3130000	|1559	|	|	|	|
sort	|	|3140000	|1578	|	|	|	|
sort	|	|3150000	|1567	|	|	|	|
sort	|	|3160000	|1583	|	|	|	|
sort	|	|3170000	|1577	|	|	|	|
sort	|	|3180000	|1606	|	|	|	|
sort	|	|3190000	|1603	|	|	|	|
sort	|	|3200000	|1592	|	|	|	|
sort	|	|3210000	|1731	|	|	|	|
sort	|	|3220000	|1955	|	|	|	|
sort	|	|3230000	|2100	|	|	|	|
sort	|	|3240000	|1791	|	|	|	|
sort	|	|3250000	|1647	|	|	|	|
sort	|	|3260000	|1638	|	|	|	|
sort	|	|3270000	|1650	|	|	|	|
sort	|	|3280000	|1635	|	|	|	|
sort	|	|3290000	|1647	|	|	|	|
sort	|	|3300000	|1656	|	|	|	|
sort	|	|3310000	|1665	|	|	|	|
sort	|	|3320000	|1697	|	|	|	|
sort	|	|3330000	|1671	|	|	|	|
sort	|	|3340000	|1694	|	|	|	|
sort	|	|3350000	|1723	|	|	|	|
sort	|	|3360000	|1980	|	|	|	|
sort	|	|3370000	|2234	|	|	|	|
sort	|	|3380000	|2352	|	|	|	|
sort	|	|3390000	|1919	|	|	|	|
sort	|	|3400000	|1721	|	|	|	|
sort	|	|3410000	|1712	|	|	|	|
sort	|	|3420000	|1715	|	|	|	|
sort	|	|3430000	|1724	|	|	|	|
sort	|	|3440000	|1730	|	|	|	|
sort	|	|3450000	|1749	|	|	|	|
sort	|	|3460000	|1746	|	|	|	|
sort	|	|3470000	|1742	|	|	|	|
sort	|	|3480000	|1746	|	|	|	|
sort	|	|3490000	|1757	|	|	|	|
sort	|	|3500000	|1755	|	|	|	|
sort	|	|3510000	|1779	|	|	|	|
sort	|	|3520000	|1792	|	|	|	|
sort	|	|3530000	|2050	|	|	|	|
sort	|	|3540000	|2320	|	|	|	|
sort	|	|3550000	|2275	|	|	|	|
sort	|	|3560000	|1875	|	|	|	|
sort	|	|3570000	|1800	|	|	|	|
sort	|	|3580000	|1803	|	|	|	|
sort	|	|3590000	|1835	|	|	|	|
sort	|	|3600000	|1816	|	|	|	|
sort	|	|3610000	|1832	|	|	|	|
sort	|	|3620000	|1826	|	|	|	|
sort	|	|3630000	|1823	|	|	|	|
sort	|	|3640000	|1842	|	|	|	|
sort	|	|3650000	|1839	|	|	|	|
sort	|	|3660000	|1846	|	|	|	|
sort	|	|3670000	|1857	|	|	|	|
sort	|	|3680000	|1879	|	|	|	|
sort	|	|3690000	|2170	|	|	|	|
sort	|	|3700000	|2450	|	|	|	|
sort	|	|3710000	|2278	|	|	|	|
sort	|	|3720000	|1930	|	|	|	|
sort	|	|3730000	|1875	|	|	|	|
sort	|	|3740000	|1886	|	|	|	|
sort	|	|3750000	|1895	|	|	|	|
sort	|	|3760000	|1893	|	|	|	|
sort	|	|3770000	|1899	|	|	|	|
sort	|	|3780000	|1907	|	|	|	|
sort	|	|3790000	|1912	|	|	|	|
sort	|	|3800000	|1924	|	|	|	|
sort	|	|3810000	|1933	|	|	|	|
sort	|	|3820000	|1939	|	|	|	|
sort	|	|3830000	|1936	|	|	|	|
sort	|	|3840000	|2172	|	|	|	|
sort	|	|3850000	|2509	|	|	|	|
sort	|	|3860000	|2497	|	|	|	|
sort	|	|3870000	|2045	|	|	|	|
sort	|	|3880000	|1961	|	|	|	|
sort	|	|3890000	|1979	|	|	|	|
sort	|	|3900000	|1990	|	|	|	|
sort	|	|3910000	|1979	|	|	|	|
sort	|	|3920000	|1988	|	|	|	|
sort	|	|3930000	|1997	|	|	|	|
sort	|	|3940000	|1992	|	|	|	|
sort	|	|3950000	|1993	|	|	|	|
sort	|	|3960000	|2012	|	|	|	|
sort	|	|3970000	|2020	|	|	|	|
sort	|	|3980000	|2061	|	|	|	|
sort	|	|3990000	|2404	|	|	|	|
sort	|	|4000000	|2702	|	|	|	|
sort	|	|4010000	|2348	|	|	|	|
sort	|	|4020000	|2047	|	|	|	|
sort	|	|4030000	|2047	|	|	|	|
sort	|	|4040000	|2045	|	|	|	|
sort	|	|4050000	|2081	|	|	|	|
sort	|	|4060000	|2063	|	|	|	|
sort	|	|4070000	|2059	|	|	|	|
sort	|	|4080000	|2079	|	|	|	|
sort	|	|4090000	|2072	|	|	|	|
sort	|	|4100000	|2087	|	|	|	|
sort	|	|4110000	|2083	|	|	|	|
sort	|	|4120000	|2101	|	|	|	|
sort	|	|4130000	|2105	|	|	|	|
sort	|	|4140000	|2121	|	|	|	|
sort	|	|4150000	|2378	|	|	|	|
sort	|	|4160000	|2715	|	|	|	|
sort	|	|4170000	|2341	|	|	|	|
sort	|	|4180000	|2128	|	|	|	|
sort	|	|4190000	|2134	|	|	|	|
sort	|	|4200000	|2145	|	|	|	|
sort	|	|4210000	|2139	|	|	|	|
sort	|	|4220000	|2147	|	|	|	|
sort	|	|4230000	|2148	|	|	|	|
sort	|	|4240000	|2153	|	|	|	|
sort	|	|4250000	|2204	|	|	|	|
sort	|	|4260000	|2410	|	|	|	|
sort	|	|4270000	|2844	|	|	|	|
sort	|	|4280000	|2923	|	|	|	|
sort	|	|4290000	|2298	|	|	|	|
sort	|	|4300000	|2190	|	|	|	|
sort	|	|4310000	|2193	|	|	|	|
sort	|	|4320000	|2198	|	|	|	|
sort	|	|4330000	|2234	|	|	|	|
sort	|	|4340000	|2225	|	|	|	|
sort	|	|4350000	|2254	|	|	|	|
sort	|	|4360000	|2281	|	|	|	|
sort	|	|4370000	|2355	|	|	|	|
sort	|	|4380000	|2802	|	|	|	|
sort	|	|4390000	|3049	|	|	|	|
sort	|	|4400000	|2442	|	|	|	|
sort	|	|4410000	|2263	|	|	|	|
sort	|	|4420000	|2263	|	|	|	|
sort	|	|4430000	|2289	|	|	|	|
sort	|	|4440000	|2284	|	|	|	|
sort	|	|4450000	|2298	|	|	|	|
sort	|	|4460000	|2325	|	|	|	|
sort	|	|4470000	|2300	|	|	|	|
sort	|	|4480000	|2437	|	|	|	|
sort	|	|4490000	|2899	|	|	|	|
sort	|	|4500000	|3126	|	|	|	|
sort	|	|4510000	|2457	|	|	|	|
sort	|	|4520000	|2324	|	|	|	|
sort	|	|4530000	|2335	|	|	|	|
sort	|	|4540000	|2335	|	|	|	|
sort	|	|4550000	|2328	|	|	|	|
sort	|	|4560000	|2343	|	|	|	|
sort	|	|4570000	|2337	|	|	|	|
sort	|	|4580000	|2377	|	|	|	|
sort	|	|4590000	|2611	|	|	|	|
sort	|	|4600000	|2586	|	|	|	|
sort	|	|4610000	|2374	|	|	|	|
sort	|	|4620000	|2363	|	|	|	|
sort	|	|4630000	|2398	|	|	|	|
sort	|	|4640000	|2415	|	|	|	|
sort	|	|4650000	|2421	|	|	|	|
sort	|	|4660000	|2422	|	|	|	|
sort	|	|4670000	|2420	|	|	|	|
sort	|	|4680000	|2499	|	|	|	|
sort	|	|4690000	|2977	|	|	|	|
sort	|	|4700000	|3244	|	|	|	|
sort	|	|4710000	|2552	|	|	|	|
sort	|	|4720000	|2451	|	|	|	|
sort	|	|4730000	|2428	|	|	|	|
sort	|	|4740000	|2459	|	|	|	|
sort	|	|4750000	|2439	|	|	|	|
sort	|	|4760000	|2465	|	|	|	|
sort	|	|4770000	|2473	|	|	|	|
sort	|	|4780000	|2515	|	|	|	|
sort	|	|4790000	|2972	|	|	|	|
sort	|	|4800000	|3388	|	|	|	|
sort	|	|4810000	|2726	|	|	|	|
sort	|	|4820000	|2471	|	|	|	|
sort	|	|4830000	|2480	|	|	|	|
sort	|	|4840000	|2490	|	|	|	|
sort	|	|4850000	|2505	|	|	|	|
sort	|	|4860000	|2521	|	|	|	|
sort	|	|4870000	|2507	|	|	|	|
sort	|	|4880000	|2547	|	|	|	|
sort	|	|4890000	|3070	|	|	|	|
sort	|	|4900000	|3443	|	|	|	|
sort	|	|4910000	|2759	|	|	|	|
sort	|	|4920000	|2541	|	|	|	|
sort	|	|4930000	|2532	|	|	|	|
sort	|	|4940000	|2542	|	|	|	|
sort	|	|4950000	|2550	|	|	|	|
sort	|	|4960000	|2554	|	|	|	|
sort	|	|4970000	|2565	|	|	|	|
sort	|	|4980000	|2643	|	|	|	|
sort	|	|4990000	|3206	|	|	|	|
sort	|	|5000000	|3444	|	|	|	|
sort	|	|5010000	|2705	|	|	|	|
sort	|	|5020000	|2590	|	|	|	|
sort	|	|5030000	|2589	|	|	|	|
sort	|	|5040000	|2590	|	|	|	|
sort	|	|5050000	|2605	|	|	|	|
sort	|	|5060000	|2630	|	|	|	|
sort	|	|5070000	|2637	|	|	|	|
sort	|	|5080000	|2880	|	|	|	|
sort	|	|5090000	|2850	|	|	|	|
sort	|	|5100000	|2626	|	|	|	|
sort	|	|5110000	|2643	|	|	|	|
sort	|	|5120000	|2647	|	|	|	|
sort	|	|5130000	|2662	|	|	|	|
sort	|	|5140000	|2677	|	|	|	|
sort	|	|5150000	|2694	|	|	|	|
sort	|	|5160000	|2717	|	|	|	|
sort	|	|5170000	|3235	|	|	|	|
sort	|	|5180000	|3567	|	|	|	|
sort	|	|5190000	|2806	|	|	|	|
sort	|	|5200000	|2683	|	|	|	|
sort	|	|5210000	|2685	|	|	|	|
sort	|	|5220000	|2695	|	|	|	|
sort	|	|5230000	|2712	|	|	|	|
sort	|	|5240000	|2729	|	|	|	|
sort	|	|5250000	|2745	|	|	|	|
sort	|	|5260000	|3178	|	|	|	|
sort	|	|5270000	|3703	|	|	|	|
sort	|	|5280000	|2968	|	|	|	|
sort	|	|5290000	|2741	|	|	|	|
sort	|	|5300000	|2743	|	|	|	|
sort	|	|5310000	|2736	|	|	|	|
sort	|	|5320000	|2781	|	|	|	|
sort	|	|5330000	|2756	|	|	|	|
sort	|	|5340000	|2776	|	|	|	|
sort	|	|5350000	|3146	|	|	|	|
sort	|	|5360000	|3766	|	|	|	|
sort	|	|5370000	|3076	|	|	|	|
sort	|	|5380000	|2787	|	|	|	|
sort	|	|5390000	|2778	|	|	|	|
sort	|	|5400000	|2793	|	|	|	|
sort	|	|5410000	|2795	|	|	|	|
sort	|	|5420000	|2822	|	|	|	|
sort	|	|5430000	|2818	|	|	|	|
sort	|	|5440000	|2819	|	|	|	|
sort	|	|5450000	|2874	|	|	|	|
sort	|	|5460000	|3436	|	|	|	|
sort	|	|5470000	|3487	|	|	|	|
sort	|	|5480000	|2863	|	|	|	|
sort	|	|5490000	|2838	|	|	|	|
sort	|	|5500000	|2867	|	|	|	|
sort	|	|5510000	|2853	|	|	|	|
sort	|	|5520000	|2858	|	|	|	|
sort	|	|5530000	|2865	|	|	|	|
sort	|	|5540000	|3102	|	|	|	|
sort	|	|5550000	|3850	|	|	|	|
sort	|	|5560000	|3357	|	|	|	|
sort	|	|5570000	|2901	|	|	|	|
sort	|	|5580000	|2883	|	|	|	|
sort	|	|5590000	|2891	|	|	|	|
sort	|	|5600000	|2901	|	|	|	|
sort	|	|5610000	|2922	|	|	|	|
sort	|	|5620000	|2942	|	|	|	|
sort	|	|5630000	|3338	|	|	|	|
sort	|	|5640000	|2987	|	|	|	|
sort	|	|5650000	|2921	|	|	|	|
sort	|	|5660000	|2969	|	|	|	|
sort	|	|5670000	|2961	|	|	|	|
sort	|	|5680000	|2995	|	|	|	|
sort	|	|5690000	|3006	|	|	|	|
sort	|	|5700000	|3074	|	|	|	|
sort	|	|5710000	|3731	|	|	|	|
sort	|	|5720000	|3642	|	|	|	|
sort	|	|5730000	|2984	|	|	|	|
sort	|	|5740000	|2972	|	|	|	|
sort	|	|5750000	|2973	|	|	|	|
sort	|	|5760000	|2989	|	|	|	|
sort	|	|5770000	|2996	|	|	|	|
sort	|	|5780000	|3002	|	|	|	|
sort	|	|5790000	|3589	|	|	|	|
sort	|	|5800000	|4050	|	|	|	|
sort	|	|5810000	|3144	|	|	|	|
sort	|	|5820000	|3032	|	|	|	|
sort	|	|5830000	|3056	|	|	|	|
sort	|	|5840000	|3033	|	|	|	|
sort	|	|5850000	|3053	|	|	|	|
sort	|	|5860000	|3052	|	|	|	|
sort	|	|5870000	|3397	|	|	|	|
sort	|	|5880000	|3197	|	|	|	|
sort	|	|5890000	|3077	|	|	|	|
sort	|	|5900000	|3080	|	|	|	|
sort	|	|5910000	|3087	|	|	|	|
sort	|	|5920000	|3094	|	|	|	|
sort	|	|5930000	|3109	|	|	|	|
sort	|	|5940000	|3259	|	|	|	|
sort	|	|5950000	|4014	|	|	|	|
sort	|	|5960000	|3640	|	|	|	|
sort	|	|5970000	|3104	|	|	|	|
sort	|	|5980000	|3136	|	|	|	|
sort	|	|5990000	|3141	|	|	|	|
sort	|	|6000000	|3113	|	|	|	|
sort	|	|6010000	|3139	|	|	|	|
sort	|	|6020000	|3295	|	|	|	|
sort	|	|6030000	|3480	|	|	|	|
sort	|	|6040000	|3130	|	|	|	|
sort	|	|6050000	|3160	|	|	|	|
sort	|	|6060000	|3191	|	|	|	|
sort	|	|6070000	|3173	|	|	|	|
sort	|	|6080000	|3203	|	|	|	|
sort	|	|6090000	|3273	|	|	|	|
sort	|	|6100000	|4021	|	|	|	|
sort	|	|6110000	|3860	|	|	|	|
sort	|	|6120000	|3190	|	|	|	|
sort	|	|6130000	|3214	|	|	|	|
sort	|	|6140000	|3194	|	|	|	|
sort	|	|6150000	|3203	|	|	|	|
sort	|	|6160000	|3224	|	|	|	|
sort	|	|6170000	|3436	|	|	|	|
sort	|	|6180000	|4305	|	|	|	|
sort	|	|6190000	|3621	|	|	|	|
sort	|	|6200000	|3253	|	|	|	|
sort	|	|6210000	|3267	|	|	|	|
sort	|	|6220000	|3230	|	|	|	|
sort	|	|6230000	|3245	|	|	|	|
sort	|	|6240000	|3268	|	|	|	|
sort	|	|6250000	|3279	|	|	|	|
sort	|	|6260000	|3391	|	|	|	|
sort	|	|6270000	|4135	|	|	|	|
sort	|	|6280000	|3575	|	|	|	|
sort	|	|6290000	|3287	|	|	|	|
sort	|	|6300000	|3298	|	|	|	|
sort	|	|6310000	|3321	|	|	|	|
sort	|	|6320000	|3338	|	|	|	|
sort	|	|6330000	|3347	|	|	|	|
sort	|	|6340000	|3746	|	|	|	|
sort	|	|6350000	|3370	|	|	|	|
sort	|	|6360000	|3353	|	|	|	|
sort	|	|6370000	|3341	|	|	|	|
sort	|	|6380000	|3384	|	|	|	|
sort	|	|6390000	|3378	|	|	|	|
sort	|	|6400000	|3435	|	|	|	|
sort	|	|6410000	|4190	|	|	|	|
sort	|	|6420000	|4043	|	|	|	|
sort	|	|6430000	|3397	|	|	|	|
sort	|	|6440000	|3373	|	|	|	|
sort	|	|6450000	|3388	|	|	|	|
sort	|	|6460000	|3399	|	|	|	|
sort	|	|6470000	|3392	|	|	|	|
sort	|	|6480000	|3893	|	|	|	|
sort	|	|6490000	|4509	|	|	|	|
sort	|	|6500000	|3486	|	|	|	|
sort	|	|6510000	|3401	|	|	|	|
sort	|	|6520000	|3407	|	|	|	|
sort	|	|6530000	|3418	|	|	|	|
sort	|	|6540000	|3426	|	|	|	|
sort	|	|6550000	|3606	|	|	|	|
sort	|	|6560000	|4589	|	|	|	|
sort	|	|6570000	|3790	|	|	|	|
sort	|	|6580000	|3431	|	|	|	|
sort	|	|6590000	|3451	|	|	|	|
sort	|	|6600000	|3445	|	|	|	|
sort	|	|6610000	|3464	|	|	|	|
sort	|	|6620000	|3536	|	|	|	|
sort	|	|6630000	|4393	|	|	|	|
sort	|	|6640000	|4174	|	|	|	|
sort	|	|6650000	|3499	|	|	|	|
sort	|	|6660000	|3492	|	|	|	|
sort	|	|6670000	|3489	|	|	|	|
sort	|	|6680000	|3496	|	|	|	|
sort	|	|6690000	|3509	|	|	|	|
sort	|	|6700000	|4008	|	|	|	|
sort	|	|6710000	|3537	|	|	|	|
sort	|	|6720000	|3526	|	|	|	|
sort	|	|6730000	|3523	|	|	|	|
sort	|	|6740000	|3555	|	|	|	|
sort	|	|6750000	|3589	|	|	|	|
sort	|	|6760000	|3884	|	|	|	|
sort	|	|6770000	|4700	|	|	|	|
sort	|	|6780000	|3675	|	|	|	|
sort	|	|6790000	|3556	|	|	|	|
sort	|	|6800000	|3583	|	|	|	|
sort	|	|6810000	|3563	|	|	|	|
sort	|	|6820000	|3576	|	|	|	|
sort	|	|6830000	|3929	|	|	|	|
sort	|	|6840000	|3739	|	|	|	|
sort	|	|6850000	|3607	|	|	|	|
sort	|	|6860000	|3649	|	|	|	|
sort	|	|6870000	|3655	|	|	|	|
sort	|	|6880000	|3675	|	|	|	|
sort	|	|6890000	|3787	|	|	|	|
sort	|	|6900000	|4774	|	|	|	|
sort	|	|6910000	|3880	|	|	|	|
sort	|	|6920000	|3636	|	|	|	|
sort	|	|6930000	|3638	|	|	|	|
sort	|	|6940000	|3653	|	|	|	|
sort	|	|6950000	|3676	|	|	|	|
sort	|	|6960000	|3940	|	|	|	|
sort	|	|6970000	|4897	|	|	|	|
sort	|	|6980000	|3823	|	|	|	|
sort	|	|6990000	|3695	|	|	|	|
sort	|	|7000000	|3689	|	|	|	|
sort	|	|7010000	|3696	|	|	|	|
sort	|	|7020000	|3704	|	|	|	|
sort	|	|7030000	|4114	|	|	|	|
sort	|	|7040000	|3796	|	|	|	|
sort	|	|7050000	|3721	|	|	|	|
sort	|	|7060000	|3723	|	|	|	|
sort	|	|7070000	|3757	|	|	|	|
sort	|	|7080000	|3788	|	|	|	|
sort	|	|7090000	|4171	|	|	|	|
sort	|	|7100000	|4858	|	|	|	|
sort	|	|7110000	|3802	|	|	|	|
sort	|	|7120000	|3791	|	|	|	|
sort	|	|7130000	|3731	|	|	|	|
sort	|	|7140000	|3761	|	|	|	|
sort	|	|7150000	|3797	|	|	|	|
sort	|	|7160000	|4256	|	|	|	|
sort	|	|7170000	|3791	|	|	|	|
sort	|	|7180000	|3778	|	|	|	|
sort	|	|7190000	|3814	|	|	|	|
sort	|	|7200000	|3835	|	|	|	|
sort	|	|7210000	|3897	|	|	|	|
sort	|	|7220000	|4700	|	|	|	|
sort	|	|7230000	|4410	|	|	|	|
sort	|	|7240000	|3841	|	|	|	|
sort	|	|7250000	|3814	|	|	|	|
sort	|	|7260000	|3831	|	|	|	|
sort	|	|7270000	|3869	|	|	|	|
sort	|	|7280000	|3864	|	|	|	|
sort	|	|7290000	|4002	|	|	|	|
sort	|	|7300000	|4891	|	|	|	|
sort	|	|7310000	|3960	|	|	|	|
sort	|	|7320000	|3860	|	|	|	|
sort	|	|7330000	|3898	|	|	|	|
sort	|	|7340000	|3884	|	|	|	|
sort	|	|7350000	|3928	|	|	|	|
sort	|	|7360000	|4719	|	|	|	|
sort	|	|7370000	|4664	|	|	|	|
sort	|	|7380000	|3869	|	|	|	|
sort	|	|7390000	|3893	|	|	|	|
sort	|	|7400000	|3923	|	|	|	|
sort	|	|7410000	|3951	|	|	|	|
sort	|	|7420000	|4286	|	|	|	|
sort	|	|7430000	|4035	|	|	|	|
sort	|	|7440000	|3947	|	|	|	|
sort	|	|7450000	|3982	|	|	|	|
sort	|	|7460000	|3941	|	|	|	|
sort	|	|7470000	|3967	|	|	|	|
sort	|	|7480000	|4603	|	|	|	|
sort	|	|7490000	|4853	|	|	|	|
sort	|	|7500000	|3957	|	|	|	|
sort	|	|7510000	|3950	|	|	|	|
sort	|	|7520000	|3978	|	|	|	|
sort	|	|7530000	|3967	|	|	|	|
sort	|	|7540000	|4309	|	|	|	|
sort	|	|7550000	|5234	|	|	|	|
sort	|	|7560000	|4079	|	|	|	|
sort	|	|7570000	|3991	|	|	|	|
sort	|	|7580000	|3999	|	|	|	|
sort	|	|7590000	|4003	|	|	|	|
sort	|	|7600000	|4104	|	|	|	|
sort	|	|7610000	|4372	|	|	|	|
sort	|	|7620000	|4022	|	|	|	|
sort	|	|7630000	|4044	|	|	|	|
sort	|	|7640000	|4052	|	|	|	|
sort	|	|7650000	|4059	|	|	|	|
sort	|	|7660000	|4496	|	|	|	|
sort	|	|7670000	|5154	|	|	|	|
sort	|	|7680000	|4123	|	|	|	|
sort	|	|7690000	|4098	|	|	|	|
sort	|	|7700000	|4072	|	|	|	|
sort	|	|7710000	|4075	|	|	|	|
sort	|	|7720000	|4425	|	|	|	|
sort	|	|7730000	|5353	|	|	|	|
sort	|	|7740000	|4160	|	|	|	|
sort	|	|7750000	|4095	|	|	|	|
sort	|	|7760000	|4124	|	|	|	|
sort	|	|7770000	|4122	|	|	|	|
sort	|	|7780000	|4382	|	|	|	|
sort	|	|7790000	|4355	|	|	|	|
sort	|	|7800000	|4166	|	|	|	|
sort	|	|7810000	|4139	|	|	|	|
sort	|	|7820000	|4138	|	|	|	|
sort	|	|7830000	|4177	|	|	|	|
sort	|	|7840000	|5028	|	|	|	|
sort	|	|7850000	|4822	|	|	|	|
sort	|	|7860000	|4180	|	|	|	|
sort	|	|7870000	|4186	|	|	|	|
sort	|	|7880000	|4165	|	|	|	|
sort	|	|7890000	|4185	|	|	|	|
sort	|	|7900000	|4661	|	|	|	|
sort	|	|7910000	|4178	|	|	|	|
sort	|	|7920000	|4195	|	|	|	|
sort	|	|7930000	|4231	|	|	|	|
sort	|	|7940000	|4205	|	|	|	|
sort	|	|7950000	|4639	|	|	|	|
sort	|	|7960000	|5422	|	|	|	|
sort	|	|7970000	|4242	|	|	|	|
sort	|	|7980000	|4254	|	|	|	|
sort	|	|7990000	|4220	|	|	|	|
sort	|	|8000000	|4237	|	|	|	|
sort	|	|8010000	|4714	|	|	|	|
sort	|	|8020000	|5356	|	|	|	|
sort	|	|8030000	|4326	|	|	|	|
sort	|	|8040000	|4248	|	|	|	|
sort	|	|8050000	|4247	|	|	|	|
sort	|	|8060000	|4273	|	|	|	|
sort	|	|8070000	|4961	|	|	|	|
sort	|	|8080000	|5280	|	|	|	|
sort	|	|8090000	|4302	|	|	|	|
sort	|	|8100000	|4318	|	|	|	|
sort	|	|8110000	|4319	|	|	|	|
sort	|	|8120000	|4309	|	|	|	|
sort	|	|8130000	|4765	|	|	|	|
sort	|	|8140000	|4317	|	|	|	|
sort	|	|8150000	|4330	|	|	|	|
sort	|	|8160000	|4335	|	|	|	|
sort	|	|8170000	|4353	|	|	|	|
sort	|	|8180000	|4918	|	|	|	|
sort	|	|8190000	|5350	|	|	|	|
sort	|	|8200000	|4355	|	|	|	|
sort	|	|8210000	|4344	|	|	|	|
sort	|	|8220000	|4436	|	|	|	|
sort	|	|8230000	|4376	|	|	|	|
sort	|	|8240000	|5420	|	|	|	|
sort	|	|8250000	|4983	|	|	|	|
sort	|	|8260000	|4384	|	|	|	|
sort	|	|8270000	|4366	|	|	|	|
sort	|	|8280000	|4409	|	|	|	|
sort	|	|8290000	|4530	|	|	|	|
sort	|	|8300000	|4725	|	|	|	|
sort	|	|8310000	|4404	|	|	|	|
sort	|	|8320000	|4419	|	|	|	|
sort	|	|8330000	|4435	|	|	|	|
sort	|	|8340000	|4512	|	|	|	|
sort	|	|8350000	|5657	|	|	|	|
sort	|	|8360000	|4717	|	|	|	|
sort	|	|8370000	|4457	|	|	|	|
sort	|	|8380000	|4454	|	|	|	|
sort	|	|8390000	|4445	|	|	|	|
sort	|	|8400000	|4844	|	|	|	|
sort	|	|8410000	|4548	|	|	|	|
sort	|	|8420000	|4474	|	|	|	|
sort	|	|8430000	|4477	|	|	|	|
sort	|	|8440000	|4470	|	|	|	|
sort	|	|8450000	|4836	|	|	|	|
sort	|	|8460000	|5715	|	|	|	|
sort	|	|8470000	|4541	|	|	|	|
sort	|	|8480000	|4506	|	|	|	|
sort	|	|8490000	|4524	|	|	|	|
sort	|	|8500000	|4532	|	|	|	|
sort	|	|8510000	|4523	|	|	|	|
sort	|	|8520000	|5418	|	|	|	|
sort	|	|8530000	|4867	|	|	|	|
sort	|	|8540000	|4548	|	|	|	|
sort	|	|8550000	|4570	|	|	|	|
sort	|	|8560000	|4542	|	|	|	|
sort	|	|8570000	|4934	|	|	|	|
sort	|	|8580000	|5814	|	|	|	|
sort	|	|8590000	|4595	|	|	|	|
sort	|	|8600000	|4579	|	|	|	|
sort	|	|8610000	|4568	|	|	|	|
sort	|	|8620000	|4628	|	|	|	|
sort	|	|8630000	|5045	|	|	|	|
sort	|	|8640000	|4616	|	|	|	|
sort	|	|8650000	|4585	|	|	|	|
sort	|	|8660000	|4626	|	|	|	|
sort	|	|8670000	|4747	|	|	|	|
sort	|	|8680000	|5993	|	|	|	|
sort	|	|8690000	|4761	|	|	|	|
sort	|	|8700000	|4621	|	|	|	|
sort	|	|8710000	|4625	|	|	|	|
sort	|	|8720000	|4649	|	|	|	|
sort	|	|8730000	|4680	|	|	|	|
sort	|	|8740000	|5431	|	|	|	|
sort	|	|8750000	|5163	|	|	|	|
sort	|	|8760000	|4657	|	|	|	|
sort	|	|8770000	|4680	|	|	|	|
sort	|	|8780000	|4719	|	|	|	|
sort	|	|8790000	|5166	|	|	|	|
sort	|	|8800000	|5862	|	|	|	|
sort	|	|8810000	|4687	|	|	|	|
sort	|	|8820000	|4689	|	|	|	|
sort	|	|8830000	|4708	|	|	|	|
sort	|	|8840000	|4851	|	|	|	|
sort	|	|8850000	|5022	|	|	|	|
sort	|	|8860000	|4728	|	|	|	|
sort	|	|8870000	|4725	|	|	|	|
sort	|	|8880000	|4767	|	|	|	|
sort	|	|8890000	|5188	|	|	|	|
sort	|	|8900000	|5924	|	|	|	|
sort	|	|8910000	|4763	|	|	|	|
sort	|	|8920000	|4754	|	|	|	|
sort	|	|8930000	|4774	|	|	|	|
sort	|	|8940000	|4925	|	|	|	|
sort	|	|8950000	|6208	|	|	|	|
sort	|	|8960000	|4879	|	|	|	|
sort	|	|8970000	|4786	|	|	|	|
sort	|	|8980000	|4798	|	|	|	|
sort	|	|8990000	|4807	|	|	|	|
sort	|	|9000000	|4802	|	|	|	|
sort	|	|9010000	|4821	|	|	|	|
sort	|	|9020000	|4931	|	|	|	|
sort	|	|9030000	|5624	|	|	|	|
sort	|	|9040000	|4805	|	|	|	|
sort	|	|9050000	|4840	|	|	|	|
sort	|	|9060000	|4857	|	|	|	|
sort	|	|9070000	|5071	|	|	|	|
sort	|	|9080000	|6225	|	|	|	|
sort	|	|9090000	|4891	|	|	|	|
sort	|	|9100000	|4836	|	|	|	|
sort	|	|9110000	|4861	|	|	|	|
sort	|	|9120000	|5002	|	|	|	|
sort	|	|9130000	|6335	|	|	|	|
sort	|	|9140000	|4983	|	|	|	|
sort	|	|9150000	|4893	|	|	|	|
sort	|	|9160000	|4872	|	|	|	|
sort	|	|9170000	|4934	|	|	|	|
