name	 | shuffle	 | elements 	| duration_ms	 | p_duration_s	 | p_duration_ns	 | memory	
sort	|	|9180000	|5344	|	|	|	|
sort	|	|9190000	|4904	|	|	|	|
sort	|	|9200000	|4933	|	|	|	|
sort	|	|9210000	|4929	|	|	|	|
sort	|	|9220000	|5364	|	|	|	|
sort	|	|9230000	|6070	|	|	|	|
sort	|	|9240000	|4920	|	|	|	|
sort	|	|9250000	|4937	|	|	|	|
sort	|	|9260000	|4965	|	|	|	|
sort	|	|9270000	|5317	|	|	|	|
sort	|	|9280000	|5052	|	|	|	|
sort	|	|9290000	|5044	|	|	|	|
sort	|	|9300000	|4959	|	|	|	|
sort	|	|9310000	|4989	|	|	|	|
sort	|	|9320000	|6204	|	|	|	|
sort	|	|9330000	|5339	|	|	|	|
sort	|	|9340000	|4992	|	|	|	|
sort	|	|9350000	|4980	|	|	|	|
sort	|	|9360000	|4995	|	|	|	|
sort	|	|9370000	|6335	|	|	|	|
sort	|	|9380000	|5328	|	|	|	|
sort	|	|9390000	|5009	|	|	|	|
sort	|	|9400000	|5059	|	|	|	|
sort	|	|9410000	|5028	|	|	|	|
sort	|	|9420000	|5060	|	|	|	|
sort	|	|9430000	|6257	|	|	|	|
sort	|	|9440000	|5134	|	|	|	|
sort	|	|9450000	|5143	|	|	|	|
sort	|	|9460000	|5062	|	|	|	|
sort	|	|9470000	|5076	|	|	|	|
sort	|	|9480000	|5066	|	|	|	|
sort	|	|9490000	|5092	|	|	|	|
sort	|	|9500000	|5525	|	|	|	|
sort	|	|9510000	|5461	|	|	|	|
sort	|	|9520000	|5066	|	|	|	|
sort	|	|9530000	|5086	|	|	|	|
sort	|	|9540000	|5107	|	|	|	|
sort	|	|9550000	|6363	|	|	|	|
sort	|	|9560000	|5467	|	|	|	|
sort	|	|9570000	|5150	|	|	|	|
sort	|	|9580000	|5133	|	|	|	|
sort	|	|9590000	|5115	|	|	|	|
sort	|	|9600000	|5204	|	|	|	|
sort	|	|9610000	|6382	|	|	|	|
sort	|	|9620000	|5222	|	|	|	|
sort	|	|9630000	|5162	|	|	|	|
sort	|	|9640000	|5147	|	|	|	|
sort	|	|9650000	|5148	|	|	|	|
sort	|	|9660000	|5178	|	|	|	|
sort	|	|9670000	|5159	|	|	|	|
sort	|	|9680000	|5337	|	|	|	|
sort	|	|9690000	|6227	|	|	|	|
sort	|	|9700000	|5219	|	|	|	|
sort	|	|9710000	|5185	|	|	|	|
sort	|	|9720000	|5212	|	|	|	|
sort	|	|9730000	|5834	|	|	|	|
sort	|	|9740000	|6353	|	|	|	|
sort	|	|9750000	|5229	|	|	|	|
sort	|	|9760000	|5233	|	|	|	|
sort	|	|9770000	|5247	|	|	|	|
sort	|	|9780000	|6379	|	|	|	|
sort	|	|9790000	|5801	|	|	|	|
sort	|	|9800000	|5244	|	|	|	|
sort	|	|9810000	|5263	|	|	|	|
sort	|	|9820000	|5240	|	|	|	|
sort	|	|9830000	|5394	|	|	|	|
sort	|	|9840000	|6531	|	|	|	|
sort	|	|9850000	|5306	|	|	|	|
sort	|	|9860000	|5288	|	|	|	|
sort	|	|9870000	|5269	|	|	|	|
sort	|	|9880000	|5317	|	|	|	|
sort	|	|9890000	|6030	|	|	|	|
sort	|	|9900000	|5879	|	|	|	|
sort	|	|9910000	|5312	|	|	|	|
sort	|	|9920000	|5323	|	|	|	|
sort	|	|9930000	|5331	|	|	|	|
sort	|	|9940000	|5437	|	|	|	|
sort	|	|9950000	|6541	|	|	|	|
sort	|	|9960000	|5381	|	|	|	|
sort	|	|9970000	|5407	|	|	|	|
sort	|	|9980000	|5391	|	|	|	|
sort	|	|9990000	|6069	|	|	|	|
sort	|	|10000000	|6238	|	|	|	|
sort	|	|10010000	|5346	|	|	|	|
sort	|	|10020000	|5367	|	|	|	|
sort	|	|10030000	|5355	|	|	|	|
sort	|	|10040000	|5435	|	|	|	|
sort	|	|10050000	|6670	|	|	|	|
sort	|	|10060000	|5440	|	|	|	|
sort	|	|10070000	|5394	|	|	|	|
sort	|	|10080000	|5413	|	|	|	|
sort	|	|10090000	|5409	|	|	|	|
sort	|	|10100000	|5437	|	|	|	|
sort	|	|10110000	|6422	|	|	|	|
sort	|	|10120000	|5494	|	|	|	|
sort	|	|10130000	|5457	|	|	|	|
sort	|	|10140000	|5431	|	|	|	|
sort	|	|10150000	|5944	|	|	|	|
sort	|	|10160000	|6622	|	|	|	|
sort	|	|10170000	|5452	|	|	|	|
sort	|	|10180000	|5502	|	|	|	|
sort	|	|10190000	|5472	|	|	|	|
sort	|	|10200000	|5481	|	|	|	|
sort	|	|10210000	|6761	|	|	|	|
sort	|	|10220000	|5514	|	|	|	|
sort	|	|10230000	|5522	|	|	|	|
sort	|	|10240000	|5489	|	|	|	|
sort	|	|10250000	|5496	|	|	|	|
sort	|	|10260000	|5499	|	|	|	|
sort	|	|10270000	|5635	|	|	|	|
sort	|	|10280000	|6333	|	|	|	|
sort	|	|10290000	|5516	|	|	|	|
sort	|	|10300000	|5523	|	|	|	|
sort	|	|10310000	|5537	|	|	|	|
sort	|	|10320000	|5580	|	|	|	|
sort	|	|10330000	|6823	|	|	|	|
sort	|	|10340000	|5570	|	|	|	|
sort	|	|10350000	|5566	|	|	|	|
sort	|	|10360000	|5626	|	|	|	|
sort	|	|10370000	|5584	|	|	|	|
sort	|	|10380000	|5557	|	|	|	|
sort	|	|10390000	|6671	|	|	|	|
sort	|	|10400000	|5907	|	|	|	|
sort	|	|10410000	|5596	|	|	|	|
sort	|	|10420000	|5604	|	|	|	|
sort	|	|10430000	|6573	|	|	|	|
sort	|	|10440000	|5613	|	|	|	|
sort	|	|10450000	|5621	|	|	|	|
sort	|	|10460000	|5666	|	|	|	|
sort	|	|10470000	|6318	|	|	|	|
sort	|	|10480000	|5664	|	|	|	|
sort	|	|10490000	|5661	|	|	|	|
sort	|	|10500000	|5698	|	|	|	|
sort	|	|10510000	|6359	|	|	|	|
sort	|	|10520000	|5671	|	|	|	|
sort	|	|10530000	|5672	|	|	|	|
sort	|	|10540000	|5754	|	|	|	|
sort	|	|10550000	|7605	|	|	|	|
sort	|	|10560000	|5768	|	|	|	|
sort	|	|10570000	|5667	|	|	|	|
sort	|	|10580000	|5694	|	|	|	|
sort	|	|10590000	|6482	|	|	|	|
sort	|	|10600000	|5724	|	|	|	|
sort	|	|10610000	|5736	|	|	|	|
sort	|	|10620000	|5722	|	|	|	|
sort	|	|10630000	|7318	|	|	|	|
sort	|	|10640000	|6058	|	|	|	|
sort	|	|10650000	|5752	|	|	|	|
sort	|	|10660000	|5766	|	|	|	|
sort	|	|10670000	|6403	|	|	|	|
sort	|	|10680000	|5811	|	|	|	|
sort	|	|10690000	|5762	|	|	|	|
sort	|	|10700000	|5800	|	|	|	|
sort	|	|10710000	|7031	|	|	|	|
sort	|	|10720000	|7046	|	|	|	|
sort	|	|10730000	|6163	|	|	|	|
sort	|	|10740000	|6207	|	|	|	|
sort	|	|10750000	|6188	|	|	|	|
sort	|	|10760000	|7093	|	|	|	|
sort	|	|10770000	|7557	|	|	|	|
sort	|	|10780000	|5995	|	|	|	|
sort	|	|10790000	|6186	|	|	|	|
sort	|	|10800000	|7326	|	|	|	|
sort	|	|10810000	|6223	|	|	|	|
sort	|	|10820000	|6254	|	|	|	|
sort	|	|10830000	|6387	|	|	|	|
sort	|	|10840000	|8647	|	|	|	|
sort	|	|10850000	|6140	|	|	|	|
sort	|	|10860000	|6164	|	|	|	|
sort	|	|10870000	|6609	|	|	|	|
sort	|	|10880000	|8765	|	|	|	|
sort	|	|10890000	|6085	|	|	|	|
sort	|	|10900000	|6118	|	|	|	|
sort	|	|10910000	|6221	|	|	|	|
sort	|	|10920000	|7823	|	|	|	|
sort	|	|10930000	|6970	|	|	|	|
sort	|	|10940000	|6177	|	|	|	|
sort	|	|10950000	|6276	|	|	|	|
sort	|	|10960000	|7404	|	|	|	|
sort	|	|10970000	|6272	|	|	|	|
sort	|	|10980000	|6368	|	|	|	|
sort	|	|10990000	|6933	|	|	|	|
sort	|	|11000000	|8316	|	|	|	|
sort	|	|11010000	|6176	|	|	|	|
sort	|	|11020000	|6290	|	|	|	|
sort	|	|11030000	|6320	|	|	|	|
sort	|	|11040000	|8442	|	|	|	|
sort	|	|11050000	|6446	|	|	|	|
sort	|	|11060000	|6334	|	|	|	|
sort	|	|11070000	|6580	|	|	|	|
sort	|	|11080000	|7286	|	|	|	|
sort	|	|11090000	|6387	|	|	|	|
sort	|	|11100000	|6399	|	|	|	|
sort	|	|11110000	|8101	|	|	|	|
sort	|	|11120000	|7145	|	|	|	|
sort	|	|11130000	|6294	|	|	|	|
sort	|	|11140000	|6447	|	|	|	|
sort	|	|11150000	|9322	|	|	|	|
sort	|	|11160000	|7010	|	|	|	|
sort	|	|11170000	|8761	|	|	|	|
sort	|	|11180000	|6828	|	|	|	|
sort	|	|11190000	|6955	|	|	|	|
sort	|	|11200000	|8409	|	|	|	|
sort	|	|11210000	|8256	|	|	|	|
sort	|	|11220000	|7412	|	|	|	|
sort	|	|11230000	|6672	|	|	|	|
sort	|	|11240000	|6836	|	|	|	|
sort	|	|11250000	|6967	|	|	|	|
sort	|	|11260000	|6865	|	|	|	|
sort	|	|11270000	|6816	|	|	|	|
sort	|	|11280000	|6907	|	|	|	|
sort	|	|11290000	|7352	|	|	|	|
sort	|	|11300000	|7079	|	|	|	|
sort	|	|11310000	|6464	|	|	|	|
sort	|	|11320000	|6439	|	|	|	|
sort	|	|11330000	|6790	|	|	|	|
sort	|	|11340000	|6622	|	|	|	|
sort	|	|11350000	|7050	|	|	|	|
sort	|	|11360000	|6945	|	|	|	|
sort	|	|11370000	|6820	|	|	|	|
sort	|	|11380000	|6600	|	|	|	|
sort	|	|11390000	|6589	|	|	|	|
sort	|	|11400000	|7072	|	|	|	|
sort	|	|11410000	|6956	|	|	|	|
sort	|	|11420000	|6445	|	|	|	|
sort	|	|11430000	|6585	|	|	|	|
sort	|	|11440000	|6847	|	|	|	|
sort	|	|11450000	|6849	|	|	|	|
sort	|	|11460000	|6731	|	|	|	|
sort	|	|11470000	|7168	|	|	|	|
sort	|	|11480000	|6763	|	|	|	|
sort	|	|11490000	|6459	|	|	|	|
sort	|	|11500000	|6766	|	|	|	|
sort	|	|11510000	|6724	|	|	|	|
sort	|	|11520000	|6950	|	|	|	|
sort	|	|11530000	|7073	|	|	|	|
sort	|	|11540000	|6679	|	|	|	|
sort	|	|11550000	|6523	|	|	|	|
sort	|	|11560000	|6950	|	|	|	|
sort	|	|11570000	|6978	|	|	|	|
sort	|	|11580000	|6753	|	|	|	|
sort	|	|11590000	|7198	|	|	|	|
sort	|	|11600000	|7017	|	|	|	|
sort	|	|11610000	|6821	|	|	|	|
sort	|	|11620000	|7276	|	|	|	|
sort	|	|11630000	|6901	|	|	|	|
sort	|	|11640000	|6748	|	|	|	|
sort	|	|11650000	|6552	|	|	|	|
sort	|	|11660000	|6812	|	|	|	|
sort	|	|11670000	|6817	|	|	|	|
sort	|	|11680000	|7011	|	|	|	|
sort	|	|11690000	|7189	|	|	|	|
sort	|	|11700000	|6860	|	|	|	|
sort	|	|11710000	|7252	|	|	|	|
sort	|	|11720000	|7060	|	|	|	|
sort	|	|11730000	|6662	|	|	|	|
sort	|	|11740000	|6831	|	|	|	|
sort	|	|11750000	|7111	|	|	|	|
sort	|	|11760000	|7003	|	|	|	|
sort	|	|11770000	|6958	|	|	|	|
sort	|	|11780000	|7291	|	|	|	|
sort	|	|11790000	|6921	|	|	|	|
sort	|	|11800000	|6614	|	|	|	|
sort	|	|11810000	|6994	|	|	|	|
sort	|	|11820000	|6826	|	|	|	|
sort	|	|11830000	|7280	|	|	|	|
sort	|	|11840000	|7202	|	|	|	|
sort	|	|11850000	|6702	|	|	|	|
sort	|	|11860000	|6812	|	|	|	|
sort	|	|11870000	|7208	|	|	|	|
sort	|	|11880000	|7056	|	|	|	|
sort	|	|11890000	|7059	|	|	|	|
sort	|	|11900000	|7375	|	|	|	|
sort	|	|11910000	|7035	|	|	|	|
sort	|	|11920000	|7278	|	|	|	|
sort	|	|11930000	|7292	|	|	|	|
sort	|	|11940000	|6803	|	|	|	|
sort	|	|11950000	|6902	|	|	|	|
sort	|	|11960000	|7040	|	|	|	|
sort	|	|11970000	|7054	|	|	|	|
sort	|	|11980000	|7456	|	|	|	|
sort	|	|11990000	|7039	|	|	|	|
sort	|	|12000000	|7323	|	|	|	|
sort	|	|12010000	|7362	|	|	|	|
sort	|	|12020000	|6879	|	|	|	|
sort	|	|12030000	|6867	|	|	|	|
sort	|	|12040000	|7101	|	|	|	|
sort	|	|12050000	|7140	|	|	|	|
sort	|	|12060000	|7475	|	|	|	|
sort	|	|12070000	|7150	|	|	|	|
sort	|	|12080000	|7496	|	|	|	|
sort	|	|12090000	|7399	|	|	|	|
sort	|	|12100000	|6895	|	|	|	|
sort	|	|12110000	|6968	|	|	|	|
sort	|	|12120000	|7276	|	|	|	|
sort	|	|12130000	|7221	|	|	|	|
sort	|	|12140000	|7214	|	|	|	|
sort	|	|12150000	|7523	|	|	|	|
sort	|	|12160000	|7121	|	|	|	|
sort	|	|12170000	|7458	|	|	|	|
sort	|	|12180000	|7453	|	|	|	|
sort	|	|12190000	|6932	|	|	|	|
sort	|	|12200000	|7060	|	|	|	|
sort	|	|12210000	|7183	|	|	|	|
sort	|	|12220000	|6841	|	|	|	|
sort	|	|12230000	|7212	|	|	|	|
sort	|	|12240000	|7552	|	|	|	|
sort	|	|12250000	|8012	|	|	|	|
sort	|	|12260000	|7446	|	|	|	|
sort	|	|12270000	|7302	|	|	|	|
sort	|	|12280000	|7622	|	|	|	|
sort	|	|12290000	|7233	|	|	|	|
sort	|	|12300000	|7224	|	|	|	|
sort	|	|12310000	|7517	|	|	|	|
sort	|	|12320000	|7533	|	|	|	|
sort	|	|12330000	|7028	|	|	|	|
sort	|	|12340000	|7138	|	|	|	|
sort	|	|12350000	|7230	|	|	|	|
sort	|	|12360000	|6951	|	|	|	|
sort	|	|12370000	|7295	|	|	|	|
sort	|	|12380000	|7193	|	|	|	|
sort	|	|12390000	|7636	|	|	|	|
sort	|	|12400000	|7545	|	|	|	|
sort	|	|12410000	|7021	|	|	|	|
sort	|	|12420000	|7288	|	|	|	|
sort	|	|12430000	|7229	|	|	|	|
sort	|	|12440000	|7052	|	|	|	|
sort	|	|12450000	|7479	|	|	|	|
sort	|	|12460000	|7545	|	|	|	|
sort	|	|12470000	|7297	|	|	|	|
sort	|	|12480000	|7799	|	|	|	|
sort	|	|12490000	|7450	|	|	|	|
sort	|	|12500000	|7304	|	|	|	|
sort	|	|12510000	|7097	|	|	|	|
sort	|	|12520000	|7390	|	|	|	|
sort	|	|12530000	|7303	|	|	|	|
sort	|	|12540000	|7801	|	|	|	|
sort	|	|12550000	|7579	|	|	|	|
sort	|	|12560000	|7206	|	|	|	|
sort	|	|12570000	|7406	|	|	|	|
sort	|	|12580000	|7345	|	|	|	|
sort	|	|12590000	|7158	|	|	|	|
sort	|	|12600000	|7490	|	|	|	|
sort	|	|12610000	|7408	|	|	|	|
sort	|	|12620000	|7960	|	|	|	|
sort	|	|12630000	|7487	|	|	|	|
sort	|	|12640000	|7749	|	|	|	|
sort	|	|12650000	|7717	|	|	|	|
sort	|	|12660000	|7244	|	|	|	|
sort	|	|12670000	|7403	|	|	|	|
sort	|	|12680000	|7524	|	|	|	|
sort	|	|12690000	|7717	|	|	|	|
sort	|	|12700000	|7799	|	|	|	|
sort	|	|12710000	|7458	|	|	|	|
sort	|	|12720000	|7256	|	|	|	|
sort	|	|12730000	|7375	|	|	|	|
sort	|	|12740000	|7587	|	|	|	|
sort	|	|12750000	|7636	|	|	|	|
sort	|	|12760000	|7886	|	|	|	|
sort	|	|12770000	|7334	|	|	|	|
sort	|	|12780000	|7532	|	|	|	|
sort	|	|12790000	|8327	|	|	|	|
sort	|	|12800000	|7962	|	|	|	|
sort	|	|12810000	|7384	|	|	|	|
sort	|	|12820000	|7467	|	|	|	|
sort	|	|12830000	|7508	|	|	|	|
sort	|	|12840000	|7278	|	|	|	|
sort	|	|12850000	|7681	|	|	|	|
sort	|	|12860000	|7828	|	|	|	|
sort	|	|12870000	|7635	|	|	|	|
sort	|	|12880000	|8065	|	|	|	|
sort	|	|12890000	|7651	|	|	|	|
sort	|	|12900000	|7488	|	|	|	|
sort	|	|12910000	|7493	|	|	|	|
sort	|	|12920000	|7815	|	|	|	|
sort	|	|12930000	|7902	|	|	|	|
sort	|	|12940000	|7572	|	|	|	|
sort	|	|12950000	|7375	|	|	|	|
sort	|	|12960000	|7572	|	|	|	|
sort	|	|12970000	|7577	|	|	|	|
sort	|	|12980000	|7894	|	|	|	|
sort	|	|12990000	|7951	|	|	|	|
sort	|	|13000000	|7462	|	|	|	|
sort	|	|13010000	|7590	|	|	|	|
sort	|	|13020000	|7670	|	|	|	|
sort	|	|13030000	|8001	|	|	|	|
sort	|	|13040000	|7921	|	|	|	|
sort	|	|13050000	|7415	|	|	|	|
sort	|	|13060000	|7682	|	|	|	|
sort	|	|13070000	|7670	|	|	|	|
sort	|	|13080000	|8052	|	|	|	|
sort	|	|13090000	|7959	|	|	|	|
sort	|	|13100000	|7464	|	|	|	|
sort	|	|13110000	|7974	|	|	|	|
sort	|	|13120000	|8502	|	|	|	|
sort	|	|13130000	|7915	|	|	|	|
sort	|	|13140000	|7449	|	|	|	|
sort	|	|13150000	|7915	|	|	|	|
sort	|	|13160000	|7973	|	|	|	|
sort	|	|13170000	|7818	|	|	|	|
sort	|	|13180000	|8292	|	|	|	|
sort	|	|13190000	|7770	|	|	|	|
sort	|	|13200000	|7592	|	|	|	|
sort	|	|13210000	|7898	|	|	|	|
sort	|	|13220000	|7808	|	|	|	|
sort	|	|13230000	|7859	|	|	|	|
sort	|	|13240000	|8230	|	|	|	|
sort	|	|13250000	|7703	|	|	|	|
sort	|	|13260000	|7665	|	|	|	|
sort	|	|13270000	|7851	|	|	|	|
sort	|	|13280000	|7983	|	|	|	|
sort	|	|13290000	|8270	|	|	|	|
sort	|	|13300000	|7857	|	|	|	|
sort	|	|13310000	|8323	|	|	|	|
sort	|	|13320000	|7888	|	|	|	|
sort	|	|13330000	|7840	|	|	|	|
sort	|	|13340000	|8317	|	|	|	|
sort	|	|13350000	|8011	|	|	|	|
sort	|	|13360000	|7569	|	|	|	|
sort	|	|13370000	|8248	|	|	|	|
sort	|	|13380000	|8641	|	|	|	|
sort	|	|13390000	|7943	|	|	|	|
sort	|	|13400000	|8239	|	|	|	|
sort	|	|13410000	|8140	|	|	|	|
sort	|	|13420000	|7648	|	|	|	|
sort	|	|13430000	|7956	|	|	|	|
sort	|	|13440000	|7890	|	|	|	|
sort	|	|13450000	|7877	|	|	|	|
sort	|	|13460000	|7823	|	|	|	|
sort	|	|13470000	|7988	|	|	|	|
sort	|	|13480000	|8173	|	|	|	|
sort	|	|13490000	|8283	|	|	|	|
sort	|	|13500000	|7878	|	|	|	|
sort	|	|13510000	|8012	|	|	|	|
sort	|	|13520000	|8399	|	|	|	|
sort	|	|13530000	|7858	|	|	|	|
sort	|	|13540000	|7855	|	|	|	|
sort	|	|13550000	|8029	|	|	|	|
sort	|	|13560000	|8248	|	|	|	|
sort	|	|13570000	|8291	|	|	|	|
sort	|	|13580000	|7815	|	|	|	|
sort	|	|13590000	|8015	|	|	|	|
sort	|	|13600000	|7975	|	|	|	|
sort	|	|13610000	|8503	|	|	|	|
sort	|	|13620000	|8185	|	|	|	|
sort	|	|13630000	|7729	|	|	|	|
sort	|	|13640000	|8144	|	|	|	|
sort	|	|13650000	|7962	|	|	|	|
sort	|	|13660000	|7844	|	|	|	|
sort	|	|13670000	|8064	|	|	|	|
sort	|	|13680000	|8057	|	|	|	|
sort	|	|13690000	|8554	|	|	|	|
sort	|	|13700000	|8365	|	|	|	|
sort	|	|13710000	|7801	|	|	|	|
sort	|	|13720000	|8268	|	|	|	|
sort	|	|13730000	|8289	|	|	|	|
sort	|	|13740000	|8184	|	|	|	|
sort	|	|13750000	|8595	|	|	|	|
sort	|	|13760000	|8082	|	|	|	|
sort	|	|13770000	|8043	|	|	|	|
sort	|	|13780000	|8372	|	|	|	|
sort	|	|13790000	|8230	|	|	|	|
sort	|	|13800000	|8529	|	|	|	|
sort	|	|13810000	|8373	|	|	|	|
sort	|	|13820000	|8416	|	|	|	|
sort	|	|13830000	|8495	|	|	|	|
sort	|	|13840000	|8095	|	|	|	|
sort	|	|13850000	|7916	|	|	|	|
sort	|	|13860000	|8211	|	|	|	|
sort	|	|13870000	|8153	|	|	|	|
sort	|	|13880000	|8702	|	|	|	|
sort	|	|13890000	|8274	|	|	|	|
sort	|	|13900000	|8193	|	|	|	|
sort	|	|13910000	|8551	|	|	|	|
sort	|	|13920000	|8407	|	|	|	|
sort	|	|13930000	|7943	|	|	|	|
sort	|	|13940000	|8419	|	|	|	|
sort	|	|13950000	|8443	|	|	|	|
sort	|	|13960000	|8345	|	|	|	|
sort	|	|13970000	|8720	|	|	|	|
sort	|	|13980000	|8320	|	|	|	|
sort	|	|13990000	|8288	|	|	|	|
sort	|	|14000000	|8753	|	|	|	|
sort	|	|14010000	|8317	|	|	|	|
sort	|	|14020000	|8212	|	|	|	|
sort	|	|14030000	|8851	|	|	|	|
sort	|	|14040000	|8399	|	|	|	|
sort	|	|14050000	|8700	|	|	|	|
sort	|	|14060000	|8488	|	|	|	|
sort	|	|14070000	|7969	|	|	|	|
sort	|	|14080000	|8456	|	|	|	|
sort	|	|14090000	|8328	|	|	|	|
sort	|	|14100000	|8820	|	|	|	|
sort	|	|14110000	|8304	|	|	|	|
sort	|	|14120000	|8267	|	|	|	|
sort	|	|14130000	|8306	|	|	|	|
sort	|	|14140000	|8929	|	|	|	|
sort	|	|14150000	|8258	|	|	|	|
sort	|	|14160000	|8243	|	|	|	|
sort	|	|14170000	|8430	|	|	|	|
sort	|	|14180000	|8395	|	|	|	|
sort	|	|14190000	|8755	|	|	|	|
sort	|	|14200000	|8616	|	|	|	|
sort	|	|14210000	|8628	|	|	|	|
sort	|	|14220000	|8725	|	|	|	|
sort	|	|14230000	|8553	|	|	|	|
sort	|	|14240000	|8849	|	|	|	|
sort	|	|14250000	|8212	|	|	|	|
sort	|	|14260000	|8435	|	|	|	|
sort	|	|14270000	|8700	|	|	|	|
sort	|	|14280000	|8386	|	|	|	|
sort	|	|14290000	|8214	|	|	|	|
sort	|	|14300000	|8377	|	|	|	|
sort	|	|14310000	|9428	|	|	|	|
sort	|	|14320000	|8643	|	|	|	|
sort	|	|14330000	|8215	|	|	|	|
sort	|	|14340000	|9077	|	|	|	|
sort	|	|14350000	|9091	|	|	|	|
sort	|	|14360000	|8254	|	|	|	|
sort	|	|14370000	|7984	|	|	|	|
sort	|	|14380000	|8691	|	|	|	|
sort	|	|14390000	|8695	|	|	|	|
sort	|	|14400000	|8203	|	|	|	|
sort	|	|14410000	|8731	|	|	|	|
sort	|	|14420000	|8576	|	|	|	|
sort	|	|14430000	|8970	|	|	|	|
sort	|	|14440000	|8510	|	|	|	|
sort	|	|14450000	|8332	|	|	|	|
sort	|	|14460000	|8652	|	|	|	|
sort	|	|14470000	|9405	|	|	|	|
sort	|	|14480000	|8759	|	|	|	|
sort	|	|14490000	|8526	|	|	|	|
sort	|	|14500000	|8550	|	|	|	|
sort	|	|14510000	|8534	|	|	|	|
sort	|	|14520000	|9131	|	|	|	|
sort	|	|14530000	|8594	|	|	|	|
sort	|	|14540000	|8092	|	|	|	|
sort	|	|14550000	|8640	|	|	|	|
sort	|	|14560000	|8981	|	|	|	|
sort	|	|14570000	|8761	|	|	|	|
sort	|	|14580000	|9049	|	|	|	|
sort	|	|14590000	|8577	|	|	|	|
sort	|	|14600000	|8724	|	|	|	|
sort	|	|14610000	|9059	|	|	|	|
sort	|	|14620000	|8407	|	|	|	|
sort	|	|14630000	|8673	|	|	|	|
sort	|	|14640000	|8629	|	|	|	|
sort	|	|14650000	|9180	|	|	|	|
sort	|	|14660000	|8715	|	|	|	|
sort	|	|14670000	|9139	|	|	|	|
sort	|	|14680000	|8762	|	|	|	|
sort	|	|14690000	|8356	|	|	|	|
sort	|	|14700000	|8766	|	|	|	|
sort	|	|14710000	|8382	|	|	|	|
sort	|	|14720000	|9239	|	|	|	|
sort	|	|14730000	|9376	|	|	|	|
sort	|	|14740000	|8594	|	|	|	|
sort	|	|14750000	|8671	|	|	|	|
sort	|	|14760000	|8643	|	|	|	|
sort	|	|14770000	|8646	|	|	|	|
sort	|	|14780000	|8853	|	|	|	|
sort	|	|14790000	|9115	|	|	|	|
sort	|	|14800000	|9017	|	|	|	|
sort	|	|14810000	|9093	|	|	|	|
sort	|	|14820000	|8995	|	|	|	|
sort	|	|14830000	|8448	|	|	|	|
sort	|	|14840000	|9319	|	|	|	|
sort	|	|14850000	|9475	|	|	|	|
sort	|	|14860000	|8624	|	|	|	|
sort	|	|14870000	|8747	|	|	|	|
sort	|	|14880000	|8799	|	|	|	|
sort	|	|14890000	|8668	|	|	|	|
sort	|	|14900000	|8876	|	|	|	|
sort	|	|14910000	|9764	|	|	|	|
sort	|	|14920000	|8981	|	|	|	|
sort	|	|14930000	|8642	|	|	|	|
sort	|	|14940000	|8916	|	|	|	|
sort	|	|14950000	|9153	|	|	|	|
sort	|	|14960000	|9111	|	|	|	|
sort	|	|14970000	|8535	|	|	|	|
sort	|	|14980000	|9106	|	|	|	|
sort	|	|14990000	|9077	|	|	|	|
sort	|	|15000000	|8601	|	|	|	|
sort	|	|15010000	|9260	|	|	|	|
sort	|	|15020000	|9044	|	|	|	|
sort	|	|15030000	|9176	|	|	|	|
sort	|	|15040000	|9241	|	|	|	|
sort	|	|15050000	|8614	|	|	|	|
sort	|	|15060000	|9017	|	|	|	|
sort	|	|15070000	|8936	|	|	|	|
sort	|	|15080000	|8946	|	|	|	|
sort	|	|15090000	|9324	|	|	|	|
sort	|	|15100000	|9178	|	|	|	|
sort	|	|15110000	|8664	|	|	|	|
sort	|	|15120000	|9167	|	|	|	|
sort	|	|15130000	|9110	|	|	|	|
sort	|	|15140000	|8654	|	|	|	|
sort	|	|15150000	|9212	|	|	|	|
sort	|	|15160000	|9094	|	|	|	|
sort	|	|15170000	|9434	|	|	|	|
sort	|	|15180000	|9238	|	|	|	|
sort	|	|15190000	|8703	|	|	|	|
sort	|	|15200000	|9110	|	|	|	|
sort	|	|15210000	|9227	|	|	|	|
sort	|	|15220000	|9417	|	|	|	|
sort	|	|15230000	|8741	|	|	|	|
sort	|	|15240000	|9203	|	|	|	|
sort	|	|15250000	|9174	|	|	|	|
sort	|	|15260000	|8735	|	|	|	|
sort	|	|15270000	|9279	|	|	|	|
sort	|	|15280000	|9194	|	|	|	|
sort	|	|15290000	|8802	|	|	|	|
sort	|	|15300000	|9215	|	|	|	|
sort	|	|15310000	|9340	|	|	|	|
sort	|	|15320000	|9481	|	|	|	|
sort	|	|15330000	|8862	|	|	|	|
sort	|	|15340000	|9294	|	|	|	|
sort	|	|15350000	|9055	|	|	|	|
sort	|	|15360000	|9287	|	|	|	|
sort	|	|15370000	|9456	|	|	|	|
sort	|	|15380000	|9338	|	|	|	|
sort	|	|15390000	|9497	|	|	|	|
sort	|	|15400000	|8860	|	|	|	|
sort	|	|15410000	|9211	|	|	|	|
sort	|	|15420000	|9297	|	|	|	|
sort	|	|15430000	|9683	|	|	|	|
sort	|	|15440000	|8887	|	|	|	|
sort	|	|15450000	|9304	|	|	|	|
sort	|	|15460000	|8926	|	|	|	|
sort	|	|15470000	|9249	|	|	|	|
sort	|	|15480000	|9152	|	|	|	|
sort	|	|15490000	|9732	|	|	|	|
sort	|	|15500000	|9358	|	|	|	|
sort	|	|15510000	|9779	|	|	|	|
